Source,Destination,Distance
KansasCity,ColoradoSprings,2232
Portland,Miami,3422
Omaha,Louisville,3634
Honolulu,Bakersfield,60
SanAntonio,SantaAna,2104
Austin,Dallas,3645
Nashville,KansasCity,1312
ElPaso,Detroit,156
Albuquerque,Austin,2553
Bakersfield,Aurora,2693
Tulsa,Charlotte,1590
Tucson,Chicago,4595
Milwaukee,Tulsa,3851
FortWorth,NewOrleans,1499
Albuquerque,NewOrleans,3534
Tulsa,Memphis,4804
FortWorth,Anaheim,4747
Dallas,Baltimore,343
Albuquerque,Charlotte,2209
Miami,Portland,3507
Raleigh,Chicago,3542
Tampa,Anaheim,2569
Houston,LosAngeles,2990
Anaheim,KansasCity,1307
Baltimore,SanFrancisco,91
Seattle,Phoenix,4349
Aurora,NewYork,4606
ColoradoSprings,Phoenix,2698
Columbus,Tampa,2819
SanAntonio,Philadelphia,574
NewYork,Memphis,4167
Denver,Anaheim,918
Chicago,LongBeach,4871
Tampa,Louisville,1190
Oakland,Dallas,3053
SanFrancisco,Tulsa,3312
Tucson,Indianapolis,2699
Omaha,Washington,2388
Omaha,SanAntonio,1153
Arlington,NewOrleans,1034
OklahomaCity,NewYork,1986
FortWorth,Fresno,3467
Oakland,Albuquerque,3592
Wichita,Boston,1765
LongBeach,Seattle,1073
Washington,Albuquerque,1763
Anaheim,Tulsa,4082
SantaAna,Atlanta,3778
Albuquerque,Cleveland,810
Houston,SanFrancisco,2858
Memphis,Nashville,1312
Indianapolis,Chicago,231
NewYork,Sacramento,2057
SanDiego,Houston,4771
Wichita,Memphis,3967
Tucson,ElPaso,4093
Memphis,Dallas,258
Detroit,Baltimore,1951
Charlotte,Philadelphia,685
LasVegas,Dallas,4372
Phoenix,Honolulu,276
Indianapolis,Philadelphia,1079
Arlington,Austin,957
SanFrancisco,SanAntonio,4799
VirginiaBeach,Cleveland,2008
Minneapolis,Oakland,2446
Phoenix,Houston,4177
Charlotte,Atlanta,4704
Tampa,Honolulu,1038
Tulsa,Jacksonville,4215
Wichita,Mesa,105
Tampa,Denver,1168
Arlington,Mesa,4168
Seattle,Raleigh,178
OklahomaCity,NewYork,916
Fresno,SanAntonio,2286
Mesa,SantaAna,795
Nashville,Albuquerque,2278
Dallas,Cleveland,220
Detroit,OklahomaCity,631
Omaha,Dallas,3715
Washington,LosAngeles,1938
Philadelphia,Memphis,2946
KansasCity,SanAntonio,866
Baltimore,Albuquerque,3833
LongBeach,Detroit,4489
Albuquerque,VirginiaBeach,4486
Louisville,SanAntonio,2379
SanFrancisco,Anaheim,3825
Washington,Honolulu,2076
Houston,Anaheim,1478
ElPaso,SanFrancisco,3913
Philadelphia,SanAntonio,1019
Boston,Oakland,3824
Honolulu,SanDiego,3301
Memphis,Miami,4818
Baltimore,Washington,1358
Jacksonville,Washington,2354
Jacksonville,Fresno,4980
NewOrleans,Wichita,2511
Raleigh,Tampa,806
Bakersfield,Baltimore,265
ElPaso,SanFrancisco,3133
Anaheim,Sacramento,2171
Columbus,Oakland,4380
Miami,SantaAna,4375
Philadelphia,Albuquerque,4325
Seattle,Houston,860
Dallas,Fresno,1570
Portland,Detroit,171
Baltimore,Seattle,2825
Mesa,NewYork,3887
Dallas,SanAntonio,537
Sacramento,Mesa,2773
LasVegas,Omaha,4332
NewOrleans,Houston,2866
Seattle,Atlanta,2413
Cleveland,Austin,381
Denver,Milwaukee,4839
KansasCity,Cleveland,3653
Phoenix,Atlanta,982
Sacramento,KansasCity,2637
VirginiaBeach,Wichita,4864
Austin,Phoenix,3078
Wichita,Cleveland,3092
Detroit,Charlotte,3934
Charlotte,Philadelphia,2697
Detroit,VirginiaBeach,2273
Tulsa,Philadelphia,3036
Phoenix,Sacramento,301
Milwaukee,Cleveland,2059
Anaheim,Columbus,4011
SanFrancisco,Minneapolis,1622
ColoradoSprings,LosAngeles,3739
OklahomaCity,Jacksonville,1426
LasVegas,Milwaukee,594
Miami,Aurora,3864
VirginiaBeach,SantaAna,4699
Tampa,Miami,512
Wichita,LongBeach,4067
Baltimore,Wichita,1032
SanAntonio,Sacramento,4032
Milwaukee,Memphis,4610
ElPaso,Columbus,2887
Seattle,Minneapolis,1220
Indianapolis,Columbus,2609
KansasCity,Boston,971
NewOrleans,Austin,1864
SanDiego,Milwaukee,2627
Mesa,Detroit,217
Chicago,Minneapolis,919
Mesa,Nashville,742
Minneapolis,NewYork,3003
Atlanta,NewYork,235
OklahomaCity,SanAntonio,3360
Louisville,Columbus,3878
Omaha,VirginiaBeach,463
OklahomaCity,Miami,1253
Milwaukee,Aurora,4625
ColoradoSprings,Indianapolis,3924
Minneapolis,Nashville,477
SanAntonio,Detroit,4168
SanDiego,Anaheim,2088
NewOrleans,Philadelphia,1361
Dallas,Sacramento,3274
Chicago,Baltimore,3729
Baltimore,Arlington,3981
ColoradoSprings,Portland,2349
Arlington,Sacramento,2252
Portland,Indianapolis,734
Louisville,VirginiaBeach,772
Oakland,Philadelphia,3748
Nashville,LongBeach,2602
Denver,Omaha,2839
Detroit,Louisville,1152
Cleveland,Jacksonville,3698
Cleveland,Tampa,1021
NewOrleans,Tucson,1700
LasVegas,Raleigh,695
Denver,Detroit,126
Sacramento,Milwaukee,2610
Denver,Omaha,1684
Atlanta,Houston,2647
Oakland,FortWorth,1056
OklahomaCity,Charlotte,713
LongBeach,Boston,1651
Houston,Washington,1782
FortWorth,LongBeach,2311
FortWorth,SanFrancisco,4986
Baltimore,Oakland,877
Atlanta,Honolulu,3551
Indianapolis,SanDiego,1244
Indianapolis,Charlotte,4089
Washington,Louisville,3176
SanDiego,Cleveland,4916
Memphis,SanDiego,1478
Columbus,LongBeach,1788
Nashville,Mesa,1663
Omaha,Detroit,365
NewYork,KansasCity,3950
Aurora,Atlanta,3783
Tulsa,Louisville,4846
KansasCity,NewYork,2204
Louisville,LosAngeles,2489
Austin,Houston,687
NewYork,Austin,880
LongBeach,SanFrancisco,2842
FortWorth,Albuquerque,3324
Philadelphia,SantaAna,186
SantaAna,NewOrleans,3474
Dallas,Mesa,2953
Atlanta,Nashville,3327
Nashville,ElPaso,3171
LongBeach,ColoradoSprings,2276
Jacksonville,Milwaukee,4961
Phoenix,Detroit,4459
Wichita,FortWorth,3509
NewYork,KansasCity,1612
Charlotte,ElPaso,1563
Seattle,Baltimore,3635
Miami,Seattle,642
Louisville,Atlanta,2739
Jacksonville,Miami,3484
Jacksonville,LongBeach,3579
Arlington,Minneapolis,1605
Raleigh,VirginiaBeach,822
Columbus,Wichita,4223
Washington,Indianapolis,1947
Minneapolis,Bakersfield,4545
Baltimore,Sacramento,2989
Seattle,Cleveland,4639
Indianapolis,Fresno,3841
OklahomaCity,Bakersfield,808
NewOrleans,Portland,4168
Atlanta,OklahomaCity,3743
ColoradoSprings,VirginiaBeach,363
Tampa,Jacksonville,1257
Cleveland,Boston,3628
LasVegas,Aurora,815
Detroit,Columbus,643
Cleveland,Atlanta,2090
LosAngeles,Louisville,394
Tucson,Jacksonville,4444
Mesa,NewYork,3959
Miami,Honolulu,2648
Minneapolis,Wichita,1090
LasVegas,Louisville,1304
LasVegas,Milwaukee,277
NewYork,Cleveland,915
Jacksonville,Oakland,2661
Indianapolis,Chicago,4320
Baltimore,NewOrleans,2604
Arlington,Honolulu,2339
Wichita,ColoradoSprings,4413
Cleveland,Nashville,4080
NewOrleans,Nashville,3283
Fresno,Milwaukee,2504
VirginiaBeach,Philadelphia,473
SanAntonio,Fresno,174
OklahomaCity,KansasCity,3192
SanDiego,OklahomaCity,335
LongBeach,Aurora,4298
Dallas,Milwaukee,1447
NewYork,Aurora,4944
Anaheim,Washington,4089
VirginiaBeach,OklahomaCity,3873
Albuquerque,NewOrleans,2775
Baltimore,Memphis,743
Raleigh,Minneapolis,2679
Portland,LasVegas,1353
SanFrancisco,Miami,2869
Washington,Dallas,4489
LongBeach,Albuquerque,531
Denver,Arlington,183
Tulsa,Atlanta,3046
NewYork,Aurora,4398
ElPaso,Indianapolis,2920
LongBeach,Memphis,1445
Albuquerque,Houston,4958
Honolulu,ColoradoSprings,3512
SantaAna,Boston,4720
Dallas,Nashville,165
Charlotte,NewYork,1518
Honolulu,Charlotte,2912
Minneapolis,Mesa,2161
Arlington,Indianapolis,2452
Baltimore,Tulsa,1159
Detroit,Houston,3697
Philadelphia,Oakland,3385
Cleveland,Washington,3996
Portland,Austin,4578
Phoenix,SanDiego,2863
Tulsa,OklahomaCity,3092
Indianapolis,Atlanta,4815
Albuquerque,SanDiego,1095
LongBeach,Miami,441
SanDiego,Charlotte,3796
Albuquerque,Wichita,1384
Miami,LosAngeles,1149
OklahomaCity,Aurora,2693
Detroit,OklahomaCity,2464
Oakland,Washington,2075
Raleigh,SanFrancisco,2628
Boston,Arlington,222
SanAntonio,SanDiego,4013
VirginiaBeach,Tulsa,1992
LongBeach,NewYork,3028
Tulsa,NewYork,2009
Cleveland,SantaAna,2248
SanAntonio,NewYork,3583
Albuquerque,Austin,3891
OklahomaCity,SanAntonio,3566
Aurora,SanFrancisco,2410
Louisville,Philadelphia,3610
Minneapolis,Columbus,1397
Raleigh,KansasCity,940
Charlotte,ElPaso,323
Philadelphia,Minneapolis,4598
Albuquerque,Jacksonville,3450
Miami,SanFrancisco,1676
OklahomaCity,Denver,3605
NewOrleans,ColoradoSprings,427
Louisville,Jacksonville,2396
Washington,Nashville,2931
Philadelphia,Boston,3238
LosAngeles,Boston,4499
Aurora,SanDiego,1408
SanAntonio,Boston,4099
Miami,VirginiaBeach,1808
LongBeach,Cleveland,2683
Tulsa,Philadelphia,2933
NewOrleans,SanAntonio,3403
Honolulu,Tulsa,2896
Nashville,VirginiaBeach,4516
Seattle,LongBeach,3669
SanFrancisco,Memphis,3005
Seattle,Houston,3778
Dallas,Memphis,2643
KansasCity,Fresno,1039
Anaheim,SantaAna,3226
Atlanta,Wichita,1730
Omaha,SantaAna,4183
Sacramento,Cleveland,2503
Tulsa,Louisville,3438
Philadelphia,Wichita,2786
Memphis,FortWorth,59
Honolulu,ElPaso,4679
Omaha,Indianapolis,4624
Dallas,Tulsa,2331
FortWorth,LongBeach,484
Washington,OklahomaCity,2685
Washington,Sacramento,717
Oakland,Fresno,2897
Seattle,Indianapolis,3354
Tucson,Anaheim,4348
Miami,Boston,1969
ElPaso,Honolulu,1886
Chicago,NewYork,4769
Atlanta,Tulsa,869
Jacksonville,Washington,972
Anaheim,Baltimore,3030
SanDiego,Portland,4504
Detroit,Arlington,1079
Memphis,Sacramento,2991
Louisville,Atlanta,3387
Fresno,LasVegas,3098
Philadelphia,Omaha,3676
Houston,Denver,3403
LosAngeles,Washington,1621
Minneapolis,Omaha,917
Charlotte,NewYork,4302
Bakersfield,Arlington,2518
Wichita,Charlotte,575
Wichita,Atlanta,1889
Atlanta,LasVegas,1330
LongBeach,Baltimore,4328
VirginiaBeach,Bakersfield,2293
Houston,Minneapolis,3932
ElPaso,Phoenix,135
Honolulu,NewOrleans,579
LosAngeles,NewYork,1129
Arlington,Memphis,2094
LongBeach,LasVegas,2465
NewYork,Boston,4370
Miami,Wichita,2072
Baltimore,Jacksonville,921
Baltimore,Houston,4438
SantaAna,Albuquerque,4373
Seattle,Baltimore,1047
NewOrleans,Columbus,3984
Detroit,NewYork,3165
Aurora,Seattle,1394
Anaheim,Memphis,1004
NewOrleans,Atlanta,4541
Louisville,Albuquerque,4651
Omaha,Bakersfield,3213
Charlotte,KansasCity,1170
Oakland,Milwaukee,3106
Tulsa,Tucson,2011
Phoenix,Milwaukee,1754
Atlanta,Baltimore,2827
Tampa,KansasCity,2036
Chicago,Nashville,3712
ElPaso,Columbus,3057
Miami,Indianapolis,4585
Honolulu,Memphis,429
Minneapolis,SantaAna,2245
Wichita,Memphis,3579
OklahomaCity,Phoenix,4283
Denver,OklahomaCity,1880
Louisville,Raleigh,3462
Boston,Indianapolis,3644
Anaheim,ColoradoSprings,462
Anaheim,Philadelphia,413
SanAntonio,Boston,3284
Aurora,ElPaso,2210
LasVegas,Denver,3386
Fresno,Louisville,3390
Columbus,Chicago,1594
Baltimore,LosAngeles,1950
Chicago,ElPaso,2045
Baltimore,SanAntonio,4593
Sacramento,Tampa,495
Washington,Austin,76
Houston,Philadelphia,1132
Phoenix,Louisville,3892
Denver,Louisville,313
Tucson,Houston,3660
Tucson,Detroit,4191
VirginiaBeach,Fresno,3566
Anaheim,Indianapolis,937
Washington,Anaheim,2304
Raleigh,Louisville,4320
Raleigh,ElPaso,3640
Cleveland,Anaheim,3295
Honolulu,Tulsa,1117
ColoradoSprings,SanAntonio,3603
Aurora,Washington,370
Mesa,Milwaukee,2583
Tucson,Mesa,757
Portland,Wichita,1699
KansasCity,Bakersfield,2198
VirginiaBeach,Omaha,637
SantaAna,Austin,1063
Detroit,Nashville,3956
Jacksonville,Phoenix,4850
Louisville,Nashville,349
Nashville,NewOrleans,4484
Columbus,Cleveland,1983
Boston,Albuquerque,351
Wichita,Fresno,1905
KansasCity,Cleveland,379
Oakland,Philadelphia,3302
Albuquerque,NewOrleans,2958
Memphis,Portland,2360
Tucson,Louisville,4627
Indianapolis,Phoenix,4130
ElPaso,Washington,193
LasVegas,KansasCity,1187
Austin,Charlotte,2191
SanAntonio,ElPaso,462
Portland,NewOrleans,463
Fresno,SanFrancisco,4860
Columbus,NewOrleans,3236
Tulsa,Indianapolis,1206
LasVegas,SanDiego,3654
Oakland,Portland,1431
SanAntonio,Cleveland,1887
Dallas,Minneapolis,2301
Austin,ElPaso,4063
Denver,LongBeach,2567
OklahomaCity,Omaha,1591
SanFrancisco,Washington,4166
LongBeach,VirginiaBeach,4791
Indianapolis,Nashville,2358
Columbus,Aurora,4276
Milwaukee,NewYork,1324
Milwaukee,Phoenix,87
Mesa,Honolulu,2585
Jacksonville,Oakland,3233
Omaha,NewYork,708
Seattle,Philadelphia,1200
Nashville,KansasCity,3505
Bakersfield,Minneapolis,4743
Columbus,Arlington,3596
Bakersfield,Tulsa,3647
Baltimore,Austin,2637
Atlanta,SanFrancisco,2739
ColoradoSprings,Raleigh,3209
Anaheim,Indianapolis,1326
SantaAna,Memphis,4970
SanDiego,Anaheim,4788
Aurora,Milwaukee,4209
LosAngeles,Cleveland,653
Bakersfield,Fresno,2318
Jacksonville,Mesa,3525
Omaha,Seattle,3840
FortWorth,Honolulu,4686
Wichita,ColoradoSprings,3277
Tampa,Columbus,4621
FortWorth,Tulsa,4538
NewOrleans,Raleigh,4862
Louisville,Oakland,1570
LongBeach,ColoradoSprings,4179
Austin,Oakland,3463
Tulsa,Raleigh,1998
Tampa,ColoradoSprings,519
OklahomaCity,ColoradoSprings,1963
OklahomaCity,Seattle,1893
Honolulu,Oakland,998
Tucson,Honolulu,2676
Baltimore,Cleveland,3412
KansasCity,Tucson,1249
Tampa,Sacramento,1641
Denver,Jacksonville,4874
Sacramento,Cleveland,2287
Raleigh,Philadelphia,3427
Austin,Fresno,4780
Cleveland,Tucson,172
Denver,Houston,2680
Tampa,Aurora,4614
Denver,Boston,1564
Houston,Cleveland,2303
OklahomaCity,Baltimore,1976
Nashville,SantaAna,880
Milwaukee,SantaAna,2028
Dallas,Raleigh,910
FortWorth,Cleveland,4751
Anaheim,Jacksonville,2518
LasVegas,Phoenix,4031
LosAngeles,Phoenix,4173
LongBeach,ElPaso,3053
NewOrleans,Seattle,523
LosAngeles,Minneapolis,3286
Miami,SantaAna,1939
Indianapolis,ElPaso,2150
Houston,SanAntonio,2833
Dallas,Jacksonville,329
Chicago,Arlington,2671
Dallas,Wichita,1730
Portland,Aurora,4442
Tampa,SantaAna,2094
Cleveland,Washington,1728
Detroit,Denver,2924
Portland,LosAngeles,4419
NewOrleans,Tampa,4690
Minneapolis,Oakland,1787
Minneapolis,Cleveland,4369
Oakland,Washington,3916
Portland,Honolulu,2080
LosAngeles,Atlanta,200
Tucson,Denver,2753
Indianapolis,FortWorth,631
Houston,Tulsa,3669
SantaAna,Wichita,1924
Boston,SanAntonio,4053
Indianapolis,Oakland,2421
Omaha,LosAngeles,2135
Bakersfield,Chicago,4519
Louisville,Portland,1982
Washington,Anaheim,845
Tulsa,SantaAna,111
SanDiego,SanAntonio,3064
Tampa,LongBeach,4610
Dallas,Charlotte,1068
Houston,OklahomaCity,3413
Fresno,Washington,800
Nashville,Dallas,2397
LongBeach,Boston,2310
Aurora,KansasCity,3201
Raleigh,Honolulu,3116
Washington,Sacramento,420
Louisville,Jacksonville,438
Indianapolis,Wichita,3139
Wichita,Boston,629
Miami,Albuquerque,2788
Albuquerque,Tucson,1255
Tampa,Memphis,1794
Honolulu,Charlotte,3466
Tulsa,Nashville,902
LasVegas,Dallas,2599
Minneapolis,Phoenix,2606
Nashville,Houston,179
Cleveland,Memphis,3619
NewOrleans,OklahomaCity,2471
Detroit,Chicago,1876
Atlanta,Anaheim,4896
Mesa,Anaheim,4338
Sacramento,Tulsa,4700
Columbus,Houston,4116
Raleigh,Tucson,3390
Portland,Mesa,1899
Oakland,Seattle,1646
Albuquerque,Minneapolis,2486
Portland,Philadelphia,450
Dallas,Columbus,3278
Austin,Miami,3394
Chicago,Jacksonville,4617
NewYork,Mesa,2964
NewYork,Milwaukee,2789
Portland,Memphis,2164
SantaAna,NewOrleans,3365
Raleigh,Dallas,4991
Bakersfield,SantaAna,3412
Baltimore,Cleveland,3170
Aurora,Anaheim,1303
ColoradoSprings,Memphis,2648
SanDiego,FortWorth,4286
Phoenix,Washington,1657
FortWorth,Washington,4833
Sacramento,Columbus,3880
Charlotte,ElPaso,3309
Fresno,Tucson,2957
Philadelphia,Albuquerque,917
Sacramento,SanFrancisco,2663
Arlington,OklahomaCity,874
Dallas,Columbus,4840
Tampa,Anaheim,2923
Raleigh,VirginiaBeach,4957
Fresno,Sacramento,4607
NewOrleans,Austin,2852
Seattle,SanFrancisco,2738
SantaAna,Baltimore,4815
Anaheim,Bakersfield,2534
Nashville,LongBeach,1400
LosAngeles,Cleveland,2274
Washington,Honolulu,2158
Louisville,KansasCity,3129
Tampa,Arlington,1056
Dallas,Indianapolis,4659
KansasCity,FortWorth,2462
Baltimore,Aurora,2947
Baltimore,Memphis,170
Chicago,Memphis,2452
Boston,Oakland,2885
Baltimore,SantaAna,2730
Tucson,Honolulu,2819
KansasCity,NewYork,3273
Memphis,NewYork,4474
NewYork,FortWorth,2790
NewYork,Tucson,354
SanDiego,Denver,3181
Nashville,Sacramento,2539
NewYork,Aurora,311
Atlanta,LosAngeles,3441
Detroit,Milwaukee,3488
SanFrancisco,OklahomaCity,4901
Aurora,FortWorth,4778
Nashville,Memphis,4222
Philadelphia,Aurora,1282
Jacksonville,Denver,3045
Charlotte,Anaheim,2962
Jacksonville,OklahomaCity,2579
Charlotte,OklahomaCity,639
Raleigh,Fresno,1116
Oakland,SanDiego,2031
Denver,NewYork,2629
ElPaso,Washington,716
Honolulu,Boston,4012
Fresno,Miami,2062
Nashville,Boston,1346
Boston,SanAntonio,3546
LasVegas,Anaheim,2057
Houston,Cleveland,2492
Albuquerque,Charlotte,2681
Bakersfield,LongBeach,4309
Raleigh,Aurora,1935
VirginiaBeach,Fresno,3270
Milwaukee,Oakland,4011
VirginiaBeach,SanDiego,2957
Baltimore,SantaAna,4847
OklahomaCity,Miami,3608
Minneapolis,NewOrleans,2325
Washington,Baltimore,1942
NewOrleans,Indianapolis,4904
Aurora,Oakland,4256
Phoenix,ColoradoSprings,4626
Arlington,Atlanta,458
Baltimore,FortWorth,422
Chicago,Charlotte,1274
Miami,NewYork,2220
Nashville,Bakersfield,3136
Bakersfield,Denver,1967
Philadelphia,SanAntonio,4682
Minneapolis,Atlanta,4066
Indianapolis,Arlington,1780
SanDiego,Miami,2193
NewYork,Detroit,1626
SanFrancisco,KansasCity,2672
Milwaukee,ColoradoSprings,1254
Oakland,Baltimore,4456
Raleigh,Cleveland,2410
Columbus,SantaAna,1904
Cleveland,Louisville,3241
Mesa,Anaheim,4189
OklahomaCity,LongBeach,4709
Raleigh,Tulsa,656
Columbus,Baltimore,3797
Louisville,SanAntonio,2430
OklahomaCity,LosAngeles,594
Tucson,Bakersfield,4374
Anaheim,Sacramento,936
Jacksonville,Bakersfield,4821
Fresno,LosAngeles,3953
Oakland,Phoenix,2935
SanDiego,Arlington,4101
Wichita,Nashville,4232
Omaha,Anaheim,1192
Minneapolis,Boston,1526
Milwaukee,Baltimore,999
Seattle,KansasCity,2234
Wichita,Baltimore,3996
SantaAna,Sacramento,2672
Miami,SanFrancisco,515
Aurora,Tampa,2926
Sacramento,Aurora,2473
Seattle,KansasCity,4344
Portland,Tulsa,4396
LasVegas,Nashville,4822
KansasCity,Sacramento,2913
LosAngeles,Tulsa,3466
Charlotte,OklahomaCity,1396
Charlotte,LongBeach,724
Arlington,Houston,1227
Mesa,Baltimore,87
Memphis,ElPaso,795
VirginiaBeach,ColoradoSprings,2272
VirginiaBeach,SanAntonio,4450
Fresno,VirginiaBeach,642
Memphis,FortWorth,3699
Washington,Dallas,4956
Seattle,Memphis,747
Wichita,ElPaso,1101
LongBeach,Sacramento,3364
LosAngeles,Tulsa,2766
FortWorth,Raleigh,4650
Arlington,Atlanta,410
KansasCity,LosAngeles,4921
Dallas,Indianapolis,3996
Mesa,Indianapolis,4334
SantaAna,Oakland,4365
Philadelphia,Tulsa,300
Memphis,Tucson,1787
Fresno,OklahomaCity,3383
Arlington,Phoenix,3360
SanAntonio,Anaheim,2996
NewYork,Raleigh,2861
NewOrleans,OklahomaCity,2480
Arlington,VirginiaBeach,157
Oakland,SanDiego,1617
Baltimore,NewYork,3063
Dallas,Anaheim,1651
Nashville,SantaAna,1337
Chicago,VirginiaBeach,516
SantaAna,Oakland,4184
Tampa,LongBeach,876
Anaheim,Phoenix,2115
Sacramento,Washington,3024
Denver,Indianapolis,3669
Louisville,SantaAna,3248
Seattle,Honolulu,1910
Denver,Louisville,2178
Milwaukee,Raleigh,288
Cleveland,Memphis,2196
Mesa,Raleigh,1036
Miami,Minneapolis,1838
Cleveland,Anaheim,1945
Cleveland,OklahomaCity,2581
Denver,Columbus,1125
Philadelphia,Chicago,3181
Atlanta,Boston,174
LongBeach,Arlington,1250
LasVegas,Miami,3302
Sacramento,Memphis,4273
Tucson,Honolulu,3644
Denver,Nashville,3045
Phoenix,Mesa,3418
Austin,LosAngeles,839
Houston,SanAntonio,1561
Baltimore,Memphis,3389
Sacramento,Bakersfield,1654
Columbus,Denver,1000
SanAntonio,Chicago,3719
Raleigh,FortWorth,4190
Jacksonville,Phoenix,2937
Columbus,SanFrancisco,3627
Denver,NewOrleans,2665
Bakersfield,Jacksonville,2806
Philadelphia,Omaha,1406
KansasCity,Fresno,1287
Bakersfield,Detroit,2044
Philadelphia,Arlington,1393
Louisville,SantaAna,2595
Louisville,Dallas,2903
Miami,Columbus,4411
Baltimore,Arlington,3135
Dallas,Mesa,1771
OklahomaCity,Oakland,3508
Minneapolis,Detroit,4461
FortWorth,SantaAna,1757
Raleigh,SantaAna,2293
Phoenix,Miami,2006
SanAntonio,LosAngeles,4964
NewYork,KansasCity,4519
LongBeach,Tulsa,3843
Tulsa,SanAntonio,3955
Austin,Seattle,2182
SanFrancisco,Oakland,705
Columbus,Jacksonville,4036
Atlanta,SanFrancisco,3147
Minneapolis,ElPaso,2402
Albuquerque,Portland,323
Detroit,Cleveland,340
Baltimore,Mesa,760
Miami,Houston,4373
Honolulu,KansasCity,3835
Fresno,ColoradoSprings,502
Aurora,Indianapolis,816
Atlanta,Philadelphia,2536
Philadelphia,Charlotte,478
Seattle,Tucson,4781
SanFrancisco,Milwaukee,3061
Detroit,NewOrleans,3015
Charlotte,Columbus,2541
SanDiego,Arlington,1592
Philadelphia,Louisville,865
LosAngeles,NewYork,3033
Seattle,Nashville,2724
Seattle,Albuquerque,4287
Houston,Indianapolis,955
Mesa,Wichita,4778
SanAntonio,Fresno,4467
Aurora,SantaAna,4797
NewOrleans,Austin,4821
Fresno,Minneapolis,3489
Louisville,VirginiaBeach,3132
NewYork,Wichita,1952
NewYork,Memphis,1929
Tucson,Seattle,181
Houston,Chicago,4147
Baltimore,SanDiego,930
Honolulu,SanDiego,1935
OklahomaCity,Portland,53
Dallas,Memphis,4698
Anaheim,LosAngeles,2104
FortWorth,SanAntonio,3133
Albuquerque,Anaheim,1292
SanAntonio,OklahomaCity,2902
Detroit,Sacramento,1411
Miami,Honolulu,4089
Boston,Austin,1690
LosAngeles,Washington,1635
Dallas,Memphis,104
Jacksonville,Austin,4775
OklahomaCity,VirginiaBeach,3213
NewOrleans,LongBeach,4565
NewYork,Tampa,264
Albuquerque,Portland,3107
SantaAna,Mesa,2515
Denver,Austin,3299
Philadelphia,Houston,3161
KansasCity,Indianapolis,4772
Minneapolis,Chicago,2849
OklahomaCity,Boston,4946
Cleveland,Chicago,4872
Nashville,Omaha,2584
Honolulu,LongBeach,2970
Bakersfield,SanAntonio,89
Charlotte,SanDiego,2983
SanFrancisco,Chicago,4588
SantaAna,Washington,217
LasVegas,Bakersfield,3572
Anaheim,LosAngeles,3415
SanDiego,SanFrancisco,4315
Bakersfield,SanDiego,2555
Denver,Washington,4217
Milwaukee,Tucson,2478
Honolulu,Raleigh,3455
Denver,Sacramento,3665
KansasCity,Portland,3107
LasVegas,Sacramento,813
Atlanta,Phoenix,2119
NewOrleans,SantaAna,1710
KansasCity,Minneapolis,687
Charlotte,SanDiego,3348
Louisville,Albuquerque,2370
Tulsa,OklahomaCity,614
Houston,LasVegas,2214
Sacramento,Wichita,3456
FortWorth,ColoradoSprings,520
Dallas,Arlington,198
Denver,Cleveland,221
Denver,Omaha,3189
Anaheim,Memphis,951
ColoradoSprings,LasVegas,508
Portland,Anaheim,2113
Fresno,Atlanta,1305
FortWorth,Washington,1505
Anaheim,Tulsa,4607
ColoradoSprings,Boston,4400
Austin,Minneapolis,2822
Minneapolis,Philadelphia,4829
Atlanta,Milwaukee,1459
Miami,Seattle,1287
Albuquerque,Atlanta,1202
Anaheim,Miami,2448
FortWorth,Boston,1832
Columbus,SanDiego,4816
KansasCity,Nashville,769
NewYork,Sacramento,106
Dallas,ColoradoSprings,2021
NewOrleans,SantaAna,2875
Sacramento,Mesa,3495
Atlanta,Austin,1900
Washington,SanAntonio,3389
Louisville,Portland,2222
Houston,Columbus,2167
NewOrleans,Houston,278
Honolulu,Detroit,1433
Bakersfield,Seattle,2181
SanFrancisco,Miami,4552
ElPaso,Mesa,4092
Raleigh,SanDiego,2332
Tucson,Denver,2069
Chicago,Wichita,3945
Portland,Aurora,1597
Omaha,SanDiego,3753
Chicago,Baltimore,4636
LasVegas,Seattle,3617
Omaha,LongBeach,1225
Albuquerque,Raleigh,1433
SantaAna,Aurora,4059
Anaheim,Tampa,3184
Charlotte,Washington,2076
SanAntonio,Aurora,3359
LasVegas,Louisville,2966
Chicago,Tucson,3063
ColoradoSprings,Philadelphia,1875
ElPaso,SanAntonio,4465
Charlotte,NewOrleans,2247
